symbol,last_price,signal,signal_side,units,notional,gross_profit_total,profit_pct_on_capital,rr
BNBUSDT,1169.9999,"{'side': 'long', 'entry': 1169.9999, 'stop': 1108.4132933106387, 'target': 1280.8557920408505, 'reason': 'macd+support+rsi'}",long,1.6237296609698464,1899.7635409617542,180.0,1.7999999999999998,1.8
DOGEUSDT,0.2565323,"{'side': 'long', 'entry': 0.2565323, 'stop': 0.24248264148120457, 'target': 0.28182168533383173, 'reason': 'macd+support+rsi'}",long,7117.610713898956,1825.8970469411413,179.99999999999991,1.7999999999999992,1.7999999999999992
ADAUSDT,0.856,"{'side': 'long', 'entry': 0.856, 'stop': 0.8153282862351869, 'target': 0.9292090847766634, 'reason': 'macd+support+rsi'}",long,2458.711245320441,2104.6568259942974,179.9999999999999,1.799999999999999,1.799999999999999
SOLUSDT,230.5,"{'side': 'long', 'entry': 230.5, 'stop': 221.09247681395803, 'target': 247.43354173487555, 'reason': 'macd+support+rsi'}",long,10.629790437122805,2450.166695756807,180.0,1.7999999999999998,1.8
XRPUSDT,3.01006,"{'side': 'long', 'entry': 3.01006, 'stop': 2.838175716001922, 'target': 3.319451711196541, 'reason': 'macd+support+rsi'}",long,581.7867560312728,1751.2130428594933,180.0,1.7999999999999998,1.8
ETHUSDT,4526.01,"{'side': 'long', 'entry': 4526.01, 'stop': 4367.903830275229, 'target': 4810.601105504589, 'reason': 'macd+support+rsi'}",long,0.6324863866734505,2862.6397109479035,180.00000000000023,1.8000000000000023,1.8000000000000023
